municipio,actividad_principal,codigo_ciiu,cargo_del_solicitante,clasificación_de_la_empresa,sector_económico
medellin,industrias básicas de metales preciosos.,c.24.242.2421,jefe talento humano,pequeña,"comercio, hoteles y restaurantes"
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,personal,pequeña,construccion
medellin,actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica.,m.71.711.,coordinadora administración,mediana,construccion
medellin,publicidad.,m.73.731.,representante legal,pequeña,publicidad
medellin,instalaciones eléctricas.,f.43.432.4321,gerente,pequeña,electricidad/gas-suministro
medellin,industrias manufactureras,c.,aux contable,mediana,industria manufacturera
sabaneta,comercio al por mayor de productos alimenticios.,g.46.463.4631,asistente administrativa,mediana,"comercio, hoteles y restaurantes"
medellin,"suministro de electricidad, gas, vapor y aire acondicionado",d.,recursos humanos,mediana,redes comprimidas de aire
medellin,"comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones.",g.46.465.4652,recursos humanos,mediana,"comercio, hoteles y restaurantes"
bogota,comercio al por mayor a cambio de una retribución o por contrata.,g.46.461.,asistente de gestion humano,mediana,consultoria
medellin,construcción,f.,coordinador de la gestión social,mediana,construccion
medellin,actividades veterinarias.,m.75..,medica veterinaria,pequeña,veterinari
medellin,información y comunicaciones,j.,gerente representante legal,pequeña,comunicaciones
medellin,fabricación de otros productos químicos.,c.20.202.,consultora,mediana,industria manufacturera
medellin,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados.",g.47.472.,aux administrativa,mediana,"comercio, hoteles y restaurantes"
medellin,"fabricación de joyas, bisutería y artículos conexos.",c.32.321.,gestion humana,grande,industria manufacturera
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,jefe recurso humano,grande,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,construcción,f.,director,pequeña,construccion
medellin,actividades de alquiler y arrendamiento.,n.77,directora talento humano,mediana,actividades inmobiliarias
medellin,"fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas.",c.20.202.2022,gestion humana,mediana,industria manufacturera
medellin,comercio al por mayor de otros productos n.c.p.,g.46.466.4669,directora administrativa,mediana,"comercio, hoteles y restaurantes"
itagui,elaboración de productos alimenticios.,c.10.,recursos humanos,mediana,"comercio, hoteles y restaurantes"
medellin,otras actividades de suministro de recurso humano.,n.78.783.,director general,pequeña,"servicios comunales, sociales y personales"
medellin,publicidad y estudios de mercado.,m.73.,personal,pequeña,otro
medellin,publicidad y estudios de mercado.,m.73.,personal,pequeña,publicidad
medellin,actividades de limpieza.,n.81.812.,personal,pequeña,limpieza
medellin,"instalación, mantenimiento y reparación especializada de maquinaria y equipo.",c.33.,representante legal,pequeña,reparación y mantenimiento electrodomésticos
medellin,industrias manufactureras,c.,auxiliar de nomina,mediana,elaboracion de lacteos
medellin,obras de ingeniería civil.,f.42.,auxiliar de gestion humana,mediana,construccion
itagui,manipulación de carga.,h.52.522.5224,auxiliar administrativa,pequeña,transporte y almacenamiento
medellin,construcción de edificios residenciales.,f.41.411.4111,practicante de gestion humana,grande,construccion
medellin,otros tipos de intermediación monetaria.,k.64.642.,recluatdor,grande,intermediación financiera
medellin,"confección de prendas de vestir, excepto prendas de piel.",c.14.141.,recursos humanos,mediana,industria manufacturera
envigado,"confección de artículos con materiales textiles, excepto prendas de vestir.",c.13.139.1392,analista de selección,grande,industria manufacturera
medellin,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,director de proyectos,grande,construccion
medellin,"confección de prendas de vestir, excepto prendas de piel.",c.14.141.,gerente administrativa,pequeña,industria manufacturera
medellin,fabricación de productos textiles.,c.13.,talento humano,pequeña,industria manufacturera
medellin,"confección de artículos con materiales textiles, excepto prendas de vestir.",c.13.139.1392,analista de selección,mediana,industria manufacturera
medellin,actividades de consultaría de gestión.,m.70.702.,directora de seleccion,grande,servicios
san pedro,instituciones especiales oficiales.,k.64.649.6495,gerente,grande,salud
medellin,fabricación de productos textiles.,c.13.,director recursos humanos,grande,"comercio, hoteles y restaurantes"
medellin,elaboración de otros productos alimenticios n.c.p.,c.10.108.1089,gerente,mediana,"comercio, hoteles y restaurantes"
fredonia,comercio al por menor de otros artículos domésticos en establecimientos especializados.,g.47.475.4759,administradora,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,prestación de servicios a la comunidad en general.,o.84.842.,presidente,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de servicios de apoyo a las empresas n.c.p.,n.82.829.,recursos humanos,pequeña,empresaria
medellin,otras actividades de tecnologías de información y actividades de servicios informáticos.,j.62.620.6209,recursos humanos,pequeña,informatic
medellin,otras actividades de servicios,s.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,coordinadora de gestión humano,grande,comercio
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,directora de recursos humanos,mediana,comerciali
medellin,publicidad y estudios de mercado.,m.73.,mercadeo,pequeña,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,personal,pequeña,confección
medellin,fabricación de equipos de comunicación.,c.26.263.,personal,mediana,industria manufacturera
medellin,otras actividades de servicio de apoyo a las empresas n.c.p.,n.82.829.8299,profesional de talento humana,mediana,consultori
medellin,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,coordinadora de calidad,grande,construccion
medellin,comercio al por mayor de maquinaria y equipo agropecuarios.,g.46.465.4653,gerente administrativa,mediana,"comercio, hoteles y restaurantes"
medellin,publicidad.,m.73.731.,directora administrativa,pequeña,industria manufacturera
medellin,actividades de seguridad privada.,n.80.801.,psicologa de seleccion,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de otras asociaciones.,s.94.949.,consejero,pequeña,"servicios comunales, sociales y personales"
envigado,"instalación, mantenimiento y reparación especializada de maquinaria y equipo.",c.33.,intermediador de riesgos,pequeña,construccion
medellin,fabricación de productos metálicos para uso estructural.,c.25.251.2511,intermediador de riesgos,pequeña,construccion
medellin,construcción de edificios.,f.41.411.,intermediacion laboral,pequeña,construccion
medellin,estudios de mercado y realización de encuestas de opinión pública.,m.73.732.,coordinadora administrativa,grande,estudios de mercado
medellin,fabricación de vidrio y productos de vidrio.,c.23.231.,auxiliar contable,mediana,industria manufacturera
medellin,"recolección, tratamiento y disposición de desechos, recuperación de materiales.",e.38..,director ejecutivo,pequeña,"servicios comunales, sociales y personales"
medellin,transporte y almacenamiento,h.,administrador,mediana,transporte y almacenamiento
medellin,construcción,f.,auxiliar administrativo,mediana,construccion
medellin,actividades de alquiler y arrendamiento.,n.77,directora de gestion humana,mediana,actividades inmobiliarias
medellin,actividades de agencias de empleo.,n.78.781.,coordinadora de talento humano,pequeña,"servicios comunales, sociales y personales"
medellin,elaboración de productos alimenticios.,c.10.,contratacion,pequeña,industria manufacturera
medellin,otras actividades de servicio de apoyo a las empresas n.c.p.,n.82.829.8299,coordinadora senior de reclutamiento,grande,"servicios comunales, sociales y personales"
medellin,obras de ingeniería civil.,f.42.,directora administrativa,mediana,construccion
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,secretaria,pequeña,"comercio, hoteles y restaurantes"
medellin,alojamiento en hoteles.,i.55.551.5511,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,educación tecnológica.,p.85.854.8542,gerente,mediana,tecnologia
sabaneta,mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo.,c.33.331.,administradora,pequeña,industria manufacturera
medellin,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,personal,mediana,"comercio, hoteles y restaurantes"
guarne,educación,p.,personal,mediana,educación
medellin,mantenimiento y reparación especializado de productos elaborados en metal.,c.33.331.3311,gerente,mediana,industria y montajes
medellin,acabado de productos textiles.,c.13.131.1313,recursos humanos,mediana,industria manufacturera
medellin,"comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario.",g.46.466.4664,jefe gestion humana,mediana,industria manufacturera
medellin,"agricultura, ganadería, caza, silvicultura y pesca",a.,asistente administrativo,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,recursos humanos,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales.,c.25.259.,gerente,pequeña,industria manufacturera
medellin,comercio al por mayor de bebidas y tabaco.,g.46.463.4632,direccion administrativa,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones.,s.94.949.,auxiliar de seleciión,pequeña,personal
medellin,otras actividades relacionadas con el mercado de valores.,k.66.661.6613,director de gestion humana,mediana,aduaneros
medellin,"confección de prendas de vestir, excepto prendas de piel.",c.14.141.,jefe de producción,pequeña,industria manufacturera
medellin,"actividades de restaurantes, cafeterías y servicio móvil de comidas.",i.56.561.,administradora,pequeña,"comercio, hoteles y restaurantes"
sabaneta,"actividades de restaurantes, cafeterías y servicio móvil de comidas.",i.56.561.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,jefe recursos humanos,grande,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,"confección de artículos con materiales textiles, excepto prendas de vestir.",c.13.139.1392,tesorera,pequeña,industria manufacturera
medellin,"otras actividades profesionales, científicas y técnicas.",m.74.,analista de gestión humana,pequeña,consultori
